startdate,governorate,district,gpslatend,gpslongend,locationtypeend,sizeexact,sizeestimate,demandtypeone,demandtypetwo,orgtypefirst,tacticprimary,tacticsecondary,violence,propertydamage,repression,teargas,rubberbullets,liveammo,sticks,surround,dogs,cleararea,policerepress,milrepress,beltegeyyarepress,militiarepress,partyrepress,employerrepress,otherrepress,killed,injured,arrested,country,target,MBproperty,residentsrepress,MBrepress
2019-11-29,North,Miniyeh-Danniyeh,34.4787831,35.93223806,Main road,,-99.0,Human rights / civic freedoms,Release of detainees,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-28,Beirut,Beirut,33.89573872,35.48896097,Bank/Central Bank,,5.0,Economic/Financial,Against Central Bank,,Occupation / sit-in,,None,None,Security forces present at event,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-30,North,Tripoli,34.41682317,35.82597902,Infrastructure,,-99.0,Thawra 2019,Unspecified,,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-30,Akkar,Other,34.56182482,36.13733299,Other,,3.0,Thawra 2019,Other,,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-12-04,Beirut,Beirut,33.89528589,35.5027243,Riad El Solh Square,,5.0,Economic/Financial,Against the deterioration of the economy,,Demonstration / protest,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-24,North,Tripoli,34.434834,35.835997,Midan/Square,,301.0,Thawra 2019,Other,,March,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-30,Mount Lebanon,Jbeil,34.123774,35.651735,Midan/Square,,31.0,Corruption,Corruption in politics/government,,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-24,South,Tyre,33.272355,35.203465,Midan/Square,,3.0,Thawra 2019,New government formation,Revolution committee,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-24,Mount Lebanon,Keserwan,33.98763387,35.6386423,Midan/Square,,3.0,Social,Public Space,Revolution committee,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-24,South,Sidon,33.58579294,35.38459243,Other,,301.0,Social,Public Space,Revolution committee,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-24,North,Zgharta,34.39652746,35.89580144,Not specified,,-99.0,Social,Public Space,Revolution committee,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-29,Mount Lebanon,Chouf,33.62463375,35.4943409,Infrastructure,,3.0,Thawra 2019,Unspecified,,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-29,Mount Lebanon,Chouf,33.6240733,35.48875263,Infrastructure,,3.0,Thawra 2019,Unspecified,,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-12-13,North,Tripoli,34.43460453,35.83614387,Midan/Square,,301.0,Thawra 2019,Unspecified,,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-29,Nabatieh,Nabatieh,33.37974683,35.48445406,Bank/Central Bank,,31.0,Economic/Financial,Against Central Bank,,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-29,North,Tripoli,34.41682317,35.82597902,Infrastructure,,-99.0,Corruption,Corruption in politics/government,,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-29,Nabatieh,Nabatieh,33.38004308,35.48367967,Government building,,31.0,Economic/Financial,Against Central Bank,,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-30,Beirut,Beirut,33.89573872,35.48896097,Bank/Central Bank,,-99.0,Economic/Financial,Against Central Bank,,Occupation / sit-in,,None,None,Security forces present at event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-30,South,Sidon,33.55550096,35.3766438,Bank/Central Bank,,31.0,Economic/Financial,Against Central Bank,,Occupation / sit-in,,None,None,Army present at event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-30,North,Tripoli,34.43209918,35.8348749,Bank/Central Bank,,-99.0,Economic/Financial,Against Central Bank,,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-10,Beirut,Beirut,33.89414635,35.50342772,Court,,-99.0,Corruption,Corruption in politics/government,,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-30,Beirut,Beirut,33.87548053,35.48401998,Embassy,,31.0,Politics (regional/international),Supporting Iraq,,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-28,Beirut,Beirut,33.89258698,35.51879544,Government building,,5.0,Thawra 2019,International intervention,,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-12-02,Mount Lebanon,Baabda,33.85902597,35.52677839,Police station,,3.0,Human rights / civic freedoms,Arrests / detention,,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-29,Mount Lebanon,Baabda,33.87877918,35.52180839,Government building,,3.0,Thawra 2019,Unspecified,,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-12-12,North,Tripoli,34.422727,35.84062341,Main road,,3.0,Corruption,Corruption in politics/government,,Funeral march / funeral,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-12-15,North,Batroun,34.30621368,35.72126718,Factory or industrial site,,301.0,Environmental,Pollution,NGOs ,Demonstration / protest,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-05,Mount Lebanon,Matn,33.9044671,35.64243483,Bank/Central Bank,,-99.0,Economic/Financial,Against banks/Association of Bankers,Student group,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-11-05,Mount Lebanon,Baabda,33.825284,35.73465227,Infrastructure,,-99.0,Economic/Financial,Against banks/Association of Bankers,Student group,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-02-11,Beirut,Beirut,33.89235914,35.50606024,Main road,,-99.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,Party Militias/ Baltagia present at event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,1.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-12-18,North,Tripoli,34.43274828,35.83528498,Government building,,-99.0,Politics (local),Against governor,,Occupation / sit-in,,None,None,Security forces present at event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-29,Beirut,Beirut,33.8948665,35.486556,Government building,,5.0,Corruption,Corruption of police,,Demonstration / protest,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-02-05,Akkar,Other,34.51747587,35.9779249,Midan/Square,,-99.0,Human rights / civic freedoms,Release of detainees,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-02-26,Beirut,Beirut,33.86447912,35.49294938,Government building,,3.0,Social,Health,,Demonstration / protest,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-02-20,North,Tripoli,34.43489116,35.83379712,Court,,3.0,Human rights / civic freedoms,Release of detainees,,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-16,Beirut,Beirut,33.89667,35.4744409,Bank/Central Bank,,-99.0,Economic/Financial,Against Central Bank,,Mass attack or mob,,Riot,Minor property damage,Army present at event,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-02,Mount Lebanon,Jbeil,34.12294156,35.64707147,Bank/Central Bank,,-99.0,Economic/Financial,Against banks/Association of Bankers,,Mass attack or mob,,None,Minor property damage,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-12-17,Nabatieh,Nabatieh,33.38959233,35.49056909,Midan/Square,,-99.0,Politics (local),opposition of local leader,Sectarian Political Party,Mass attack or mob,,Brawl or gang violence,Minor property damage,Party Militias/ Baltagia present at event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,1.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-12-17,South,Sidon,33.56322952,35.37866169,Midan/Square,,5.0,Politics (local),support of local leader,Sectarian Political Party,Mass attack or mob,,Brawl or gang violence,Minor property damage,Injuries inflicted,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,,1.0,0,0,0,0.0,1.0,0.0,Lebanon,,,,
2020-01-18,North,Miniyeh-Danniyeh,34.46187207,35.88788309,Main road,,3.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-12-04,Beqaa,Zahle,33.70218694,35.92304067,Main road,,3.0,Thawra 2019,Unspecified,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-12-04,North,Miniyeh-Danniyeh,34.4786209,35.93255378,Main road,,-99.0,Thawra 2019,Unspecified,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-12-04,North,Tripoli,34.42074873,35.826158,Main road,,-99.0,Thawra 2019,Unspecified,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-12-05,North,Tripoli,34.42074873,35.826158,Main road,,-99.0,Thawra 2019,Unspecified,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-11,South,Sidon,33.54840434,35.37183013,Midan/Square,,3.0,Thawra 2019,Fall of the regime,,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-12-04,Akkar,Halba,34.54305231,36.07722736,Main road,,-99.0,Thawra 2019,Unspecified,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-12-17,Mount Lebanon,Matn,33.90684122,35.57660997,Main road,,3.0,Human rights / civic freedoms,Release of detainees,,Roadblock or blockade,,None,None,Injuries inflicted,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,,0.0,0,0,0,0.0,-1.0,13.0,Lebanon,,,,
2020-02-25,Mount Lebanon,Keserwan,34.11826739,35.6515556,Main road,,3.0,Human rights / civic freedoms,Release of detainees,,Roadblock or blockade,,None,None,Arrests / detentions,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,,0.0,0,0,0,0.0,0.0,1.0,Lebanon,,,,
2019-12-10,Mount Lebanon,Keserwan,33.94097449,35.59087508,Main road,,-99.0,Human rights / civic freedoms,Release of detainees,,Roadblock or blockade,,None,None,Arrests / detentions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,,0.0,0,0,0,0.0,0.0,4.0,Lebanon,,,,
2019-12-06,North,Tripoli,34.41680424,35.82327449,Main road,,3.0,Thawra 2019,Unspecified,,Roadblock or blockade,,None,None,Army present at event,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-12-04,Beirut,Beirut,33.89240457,35.50932978,Main road,,-99.0,Thawra 2019,Government opposition,,Roadblock or blockade,Demonstration / protest,None,None,Security forces present at event,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-11,South,Sidon,33.56382358,35.37725533,Main road,,31.0,Economic/Financial,Against the deterioration of the economy,,Occupation / sit-in,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-08,Akkar,Halba,34.53848567,36.06321101,Main road,,-99.0,Human rights / civic freedoms,Release of detainees,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-02-05,Beqaa,Zahle,33.818916,35.87135237,Main road,,-99.0,Corruption,Corruption in politics/government,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-12-04,Beqaa,Zahle,33.81974434,35.87435031,Main road,,31.0,Human rights / civic freedoms,Release of detainees,,Roadblock or blockade,,None,None,Arrests / detentions,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,,0.0,0,0,0,0.0,0.0,16.0,Lebanon,,,,
2020-01-18,South,Sidon,33.56420197,35.3689149,Main road,,3.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-12-04,Beqaa,Zahle,33.81974434,35.87435031,Main road,,-99.0,Thawra 2019,Unspecified,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-10,North,Tripoli,34.45067607,35.86044269,Main road,,-99.0,Human rights / civic freedoms,Release of detainees,,Roadblock or blockade,,None,Minor property damage,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-14,North,Batroun,34.2427628,35.66490192,Main road,,3.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,Army present at event,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-10,North,Tripoli,34.41739685,35.82611611,Main road,,-99.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,Security forces present at event,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-14,North,Batroun,34.31982147,35.73308315,Main road,,-99.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-14,Beirut,Beirut,33.87608485,35.49498723,Main road,,-99.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-18,South,Sidon,33.561247,35.378399,Midan/Square,,-99.0,Corruption,Corruption in politics/government,,Occupation / sit-in,Roadblock or blockade,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-07,Beqaa,Zahle,33.84503207,35.90627535,Infrastructure,,-99.0,Corruption,Corruption in politics/government,,Occupation / sit-in,,None,None,Security forces present at event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-07,Beqaa,Zahle,33.84509277,35.90679039,Infrastructure,,-99.0,Corruption,Corruption in politics/government,,Occupation / sit-in,,None,None,Security forces present at event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-07,Beqaa,Zahle,33.84574354,35.90311811,Government building,,-99.0,Corruption,Corruption in politics/government,,Occupation / sit-in,,None,None,Security forces present at event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-07,Beqaa,Zahle,33.843507,35.90141,Government building,,-99.0,Corruption,Corruption in politics/government,,Occupation / sit-in,,None,None,Security forces present at event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-14,Mount Lebanon,Baabda,33.871975,35.525191,Main road,,-99.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-14,Mount Lebanon,Baabda,33.85660526,35.53429801,Main road,,5.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-14,Mount Lebanon,Matn,33.9088795,35.5644797,Main road,,-99.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-30,Mount Lebanon,Jbeil,34.12883023,35.64824757,Main road,,5.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-14,Mount Lebanon,Chouf,33.65623319,35.42372622,Main road,,5.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-14,Mount Lebanon,Keserwan,33.9816535,35.633569,Main road,,3.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-14,North,Koura,34.30967458,35.77253972,Main road,,5.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-14,Mount Lebanon,Chouf,33.78806067,35.47967252,Main road,,-99.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-02-02,Mount Lebanon,Chouf,33.78744497,35.47894746,Main road,,3.0,Politics (regional/international),Supporting Palestine,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2019-12-03,Beirut,Beirut,33.89240457,35.50932978,Main road,,-99.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-03-21,North,Tripoli,34.44597111,35.84716877,Main road,,-99.0,Thawra 2019,Unspecified,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-14,South,Sidon,33.54840434,35.37183013,Main road,,3.0,Thawra 2019,Fall of the regime,Revolution committee,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-03-15,Beirut,Beirut,33.8964181,35.50712958,Martyrs' Square,,-99.0,Thawra 2019,Unspecified,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-03-12,North,Tripoli,34.44165919,35.8131414,Main road,,5.0,Social,Health,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-17,North,Tripoli,34.41668033,35.8234247,Main road,,-99.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-14,Mount Lebanon,Keserwan,33.9676085,35.6052465,Main road,,-99.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-20,North,Tripoli,34.42214444,35.89632049,Main road,,-99.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-14,Beirut,Beirut,33.89493225,35.5089715,Main road,,-99.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-02-11,Beirut,Beirut,33.89493347,35.50898262,Bank/Central Bank,,5.0,Economic/Financial,Against banks/Association of Bankers,,Occupation / sit-in,Roadblock or blockade,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-16,Beirut,Beirut,33.89534131,35.4889033,Bank/Central Bank,,-99.0,Economic/Financial,Against Central Bank,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-14,Beqaa,Western Beqaa,33.63041991,35.79213922,Main road,,-99.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-28,Beirut,Beirut,33.89645737,35.50716031,Midan/Square,,3.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-28,Beirut,Beirut,33.89645737,35.50716031,Midan/Square,,5.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-03-25,North,Tripoli,34.44528494,35.82237662,Main road,,5.0,Economic/Financial,Against the deterioration of the economy,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
2020-01-20,North,Zgharta,34.41818839,35.93147296,Main road,,-99.0,Thawra 2019,Fall of the regime,,Roadblock or blockade,,None,None,"No known coercion, no security presence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0,0,0.0,0.0,0.0,Lebanon,,,,
