recordnumber,nameofevent,startdate,endate,governorate,district,disengcampas,location,gpslat,gpslong,locationtype,tahrir,ittihadeyya,parliament,rabaa,minofdef,sizeexact,sizeestimate,sizecategory,demandtypeone,demandtypetwo,demandother,target,antiMB,antiMorsi,antiSCAF,Morsifall,milintervene,organizer,orgtype,orgMB,orgNSF,orgTamarod,youth/students,laborers/workers,peasants/farmers,party members,activists/movts,gov workers,business,residents,ultras,salafis,copts,MB,soldiers,police,feloul,secularopp,participantother,tacticprimary,tacticsecondary,campaign,Tamarodcampaign,violence,propertydamage,MBproperty,repression,repressiontype,policerepress,milrepress,beltegeyyarepress,residentsrepress,partyrepress,employerrepress,MBrepress,otherrepress,killed,injured,arrested
2012071104,,7/7/2012,,Cairo,,Qasr Al-Nile, مقر مجلس الوزراء ,30.039543,31.235092,Government building,0,0,0,0,0,,31,10-99 participants,Corruption,Corruption in business,,Egyptian government,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071124,,7/7/2012,7/14/2012,Cairo,,Qasr Al-Nile,نقل الاعتصام من أمام قسم شرطة مدينة نصر إلى داخل مبنى نقابة المحامين,30.052384,31.238172,Syndicate/union,0,0,0,0,0,,31,10-99 participants,Human rights / civic freedoms,Repression / police violence,,The police,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lawyers and families of detainees,Occupation / sit-in,,Nasr Police Station Events,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071091,,7/7/2012,,Cairo,,Sayyida Zainab,جنايات القاهرة والجيزة,30.024238,31.242658,Government building,0,0,0,0,0,,31,10-99 participants,Human rights / civic freedoms,Repression / police violence,,The police,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lawyers,Strike,,Nasr Police Station Events,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071109,,7/7/2012,,Menoufiyya,,Shibin al-Kum,أمام الإدارة المركزية الأزهرية، بشبين الكوم,30.576152,31.010001,Government building,0,0,0,0,0,2000.0,,"1,000-4,999 participants",Social,Education,,University,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Occupation / sit-in,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071118,,7/7/2012,,Qalyubiyya,,Tukh,القليوبية/ محكمة طوخ,30.353776,31.203978,Government building,0,0,0,0,0,,31,10-99 participants,Human rights / civic freedoms,Arrests / detention,,The police,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Mass attack or mob,,,0.0,Riot,Mob action but no property damage,0,Injuries inflicted,Rudimentary crowd control,1,0,0,0,0,0,0,0,0,5,6
2012071092,,7/7/2012,,Giza,,Umraniyya,جنايات القاهرة والجيزة,30.011032,31.208698,Government building,0,0,0,0,0,,31,10-99 participants,Human rights / civic freedoms,Repression / police violence,,The police,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lawyers,Strike,,Nasr Police Station Events,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071128,,7/8/2012,7/10/2012,Alexandria,,,تم الإعلان عن وقف الإنتاج وغلق ٣٦ منفذ خبز تابعاً للمحافظة,,,Infrastructure,0,0,0,0,0,300.0,,100-999 participants,Labor,Wages,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071154,,7/8/2012,,Alexandria,,Al Attarin,بالإسكندرية مسيرة احتجاجية مساء أمس الأول، انطلقت من أمام مقر الحزب بشارع النبى دانيال باتجاه ميدان سعد زغلول فى محطة الرمل,31.202217,29.902262,Midan,0,0,0,0,0,,31,10-99 participants,Politics (national),Government opposition,,Egyptian government,1,0,0,0,0,Wafd Party Members,Political party,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,March,Demonstration / protest,Opposing the return of the MB parliament,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071132,,7/8/2012,,Cairo,,Bulaq,مقر مؤسسة الأهرام,30.055624,31.239392,Government building,0,0,0,0,0,,31,10-99 participants,Labor,Hiring,,The Shura Council,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Journalists,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071123,,7/8/2012,,Beheira,Damanhur,Damanhur,المئات من محامى دمنهور,,,Cannot be determined,0,0,0,0,0,,301,100-999 participants,Human rights / civic freedoms,Repression / police violence,,The police,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lawyers,Demonstration / protest,,Nasr Police Station Events,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071190,,7/8/2012,7/10/2012,KafralSheikh,,Disuq,فى كفرالشيخ، واصل نحو ٧٠٠ عامل وموظف مؤقت، بقسم النظافة، بمدينة دسوق,31.126923,30.643273,Government building,0,0,0,0,0,700.0,,100-999 participants,Labor,Contracts,,Government employer,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071191,,7/8/2012,7/10/2012,KafralSheikh,,Disuq,مستشفى دسوق وكفرالشيخ العام,31.137727,30.644074,Hospital,0,0,0,0,0,,31,10-99 participants,Labor,Contracts,,Government employer,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071125,,7/8/2012,,Giza,,DuqqI,أمام وزارة الزراعة,30.045728,31.211827,Government building,0,0,0,0,0,,31,10-99 participants,Environmental,Land use,,Ministry or government agency,0,0,0,0,0,أهالى النوبة وحركة ٤ سبتمبر النوبية,Other,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071192,,7/8/2012,7/10/2012,KafralSheikh,,Kafr Al-Shaykh,مستشفى دسوق وكفرالشيخ العام,31.116595,30.942425,Hospital,0,0,0,0,0,,31,10-99 participants,Labor,Contracts,,Government employer,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071130,,7/8/2012,,Minia,,Kesm Al-minya,قاموا بقطع طريق السكة الحديد بوسط مدينة المنيا وطريق الكورنيش,28.093703,30.755586,Main road,0,0,0,0,0,250.0,,100-999 participants,Labor,Contracts,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,Roadblock or blockade,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071127,,7/8/2012,,Alexandria,,Kesm than Al Raml,المظاهرة التى نظموها أمام المقر المؤقت للمحافظة,31.203876,29.976422,Government building,0,0,0,0,0,,31,10-99 participants,Labor,Wages,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,Roadblock or blockade,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071189,,7/8/2012,7/10/2012,Alexandria,,Kesm than Al Raml,أمام المقر المؤقت لديوان عام المحافظة,31.204483,29.976427,Government building,0,0,0,0,0,,31,10-99 participants,Labor,Wages,,Regional or local government,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Occupation / sit-in,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071179,,7/8/2012,7/10/2012,Minia,,Markz Samalut,محطة تعبئة البوتاجاز، بقرية شوشه بمركز سمالوط,28.300078,30.659701,Factory or industrial site,0,0,0,0,0,150.0,,100-999 participants,Labor,Contracts,,Government employer,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071119,,7/8/2012,,Cairo,,Misr al-Gadida,تحيط بقصر «الاتحادية» الرئاسى/ شارع الأهرام المقابل لقصر الرئاسة,30.088428,31.318513,Government building,0,1,0,0,0,,31,10-99 participants,Labor,Fired,,Egyptian government,1,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Demonstration / protest,Roadblock or blockade,,0.0,Brawl or gang violence,None,0,Physical harassment,Rudimentary crowd control,0,0,0,0,0,0,0,1,0,0,0
2012071120,,7/8/2012,,Cairo,,Misr al-Gadida,تحيط بقصر «الاتحادية» الرئاسى,30.088428,31.318513,Government building,0,1,0,0,0,,5,Less than 10,Politics (national),Government support,,The police,0,0,0,0,0,ائتلاف خريجى الحقوق والشريعة والقانون,Student group,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mass attack or mob,,,0.0,Brawl or gang violence,None,0,Physical harassment,Rudimentary crowd control,1,0,0,0,0,0,0,0,0,0,0
2012071121,,7/8/2012,,Cairo,,Misr al-Gadida,تحيط بقصر «الاتحادية» الرئاسى,30.088428,31.318513,Government building,0,1,0,0,0,,5,Less than 10,Labor,Other,No specific demand given,Egyptian government,0,0,0,0,0,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mass attack or mob,,,0.0,Riot,None,0,Physical harassment,Rudimentary crowd control,1,0,0,0,0,0,0,0,0,0,0
2012071122,,7/8/2012,,Cairo,,Misr al-Gadida,تحيط بقصر «الاتحادية» الرئاسى,30.088428,31.318513,Government building,0,1,0,0,0,,301,100-999 participants,Social,Other,No specific demand given,Egyptian government,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071134,,7/8/2012,,Cairo,,Misr al-Gadida,أمام قصر الرئاسة «الاتحادية»,30.088428,31.318513,Government building,0,1,0,0,0,,31,10-99 participants,Social,Infrastructure,,Egyptian government,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071135,,7/8/2012,,Cairo,,Misr al-Gadida,تحيط بقصر «الاتحادية» الرئاسى/ شارع الأهرام المقابل لقصر الرئاسة,30.088428,31.318513,Government building,0,1,0,0,0,,301,100-999 participants,Labor,Contracts,,Egyptian government,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,Roadblock or blockade,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071126,,7/8/2012,,Cairo,New Cairo 3,New Cairo-3,شركة القطامية للاستثمار العقارى بالتجمع الثالث بالقاهرة الجديدة,,,Company offices,0,0,0,0,0,,5,Less than 10,Labor,Wages,,Private company / companies,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071133,,7/8/2012,,Cairo,,Qasr Al-Nile,وقفة احتجاجية أمام مجلس الشورى,30.041461,31.235629,Government building,1,0,0,0,0,,5,Less than 10,Politics (national),Government support,,The Shura Council,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Journalists,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071144,,7/8/2012,,Cairo,,Qasr Al-Nile,ميدان التحرير,30.044378,31.235667,Midan,1,0,0,0,0,,301,100-999 participants,Politics (national),Government support,,Egyptian government,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,Supporting the return of the MB parliament,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071129,,7/8/2012,,NorthSinai,,Rafah,قفة احتجاجية أمام مجلس مدينة الشيخ زويد,31.211658,34.110123,Government building,0,0,0,0,0,,301,100-999 participants,Social,Infrastructure,,Regional or local government,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Demonstration / protest,Roadblock or blockade,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071145,,7/8/2012,,Cairo,,Sayyida Zainab,مجلس الشعب,30.039731,31.236701,Government building,1,0,1,0,0,,31,10-99 participants,Politics (national),Government support,,Egyptian government,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,March,,Supporting the return of the MB parliament,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071131,,7/8/2012,,Sohag,,Suhag-2,كوبرى أخميم على النيل,26.558688,31.702202,Main road,0,0,0,0,0,200.0,,100-999 participants,Labor,Contracts,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Roadblock or blockade,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071137,,7/9/2012,,Dakhaliyya,,Bilqas,مسجد تابع لوزارة الأوقاف فى قرية أبوحجازى بمركز بلقاس، فى محافظة الدقهلية,31.249211,31.341357,Mosque,0,0,0,0,0,3.0,,Less than 10,Religious,Supporting religion in public life,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Mass attack or mob,,,0.0,Brawl or gang violence,None,0,Security forces or other repressive groups present at event,Rudimentary crowd control,0,0,0,0,0,0,0,1,0,0,0
2012071136,,7/9/2012,,Cairo,,DuqqI,محكمة القضاء الإدارى,30.035002,31.218098,Government building,0,0,0,0,0,,3001,"1,000-4,999 participants",Politics (national),Government support,,Egyptian government,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,Demonstration / protest,,Supporting the return of the MB parliament,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071149,,7/9/2012,,Giza,,DuqqI,محكمة القضاء الإدارى,30.035002,31.218463,Government building,0,0,0,0,0,,31,10-99 participants,Politics (national),Government opposition,,Egyptian government,1,1,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lawyers,Demonstration / protest,,Opposing the return of the MB parliament,0.0,None,None,0,Security forces or other repressive groups present at event,Rudimentary crowd control,0,0,0,0,0,0,1,0,0,0,0
2012071150,,7/9/2012,,Giza,,DuqqI,محكمة القضاء الإدارى,30.035002,31.218463,Government building,0,0,0,0,0,,5,Less than 10,Politics (national),Government support,,Egyptian government,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,Demonstration / protest,,Supporting the return of the MB parliament,0.0,None,None,0,Security forces or other repressive groups present at event,Rudimentary crowd control,0,0,0,0,0,0,0,1,0,0,0
2012071151,,7/9/2012,,Giza,,DuqqI,محكمة القضاء الإدارى,30.035002,31.218463,Government building,0,0,0,0,0,,3001,"1,000-4,999 participants",Politics (national),Government support,,Egyptian government,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,Demonstration / protest,,Supporting the return of the MB parliament,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071140,,7/9/2012,,NorthSinai,,El Arish 1,أمام مقر محافظة شمال سيناء بالعريش,31.143752,33.831015,Government building,0,0,0,0,0,,31,10-99 participants,Security,Demanding security,,Regional or local government,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071196,,7/9/2012,,Gharbiyya,,El Mahalla El Kobra 1,أمام مجلس مدينة المحلة الكبرى,30.974217,31.167451,Government building,0,0,0,0,0,,5,Less than 10,Social,Other,,Courts/judiciary,0,0,0,0,0,عدد من العاملين والمدربين والأعضاء بنادى بلدية المحلة,Sports group,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Football Trainers,Demonstration / protest,Roadblock or blockade,,0.0,None,None,0,Security forces or other repressive groups present at event,Rudimentary crowd control,1,1,0,0,0,0,0,0,0,0,0
2012071138,,7/9/2012,,Suez,,Faysal,المحكمة العسكرية بالسويس (Agrod town),30.066923,32.413071,Government building,0,0,0,0,0,,64,10-99 participants,Human rights / civic freedoms,Prison conditions / sentencing,,The military,0,0,1,0,0,,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,,Demonstration / protest,Mass attack or mob,,0.0,Riot,None,0,Injuries inflicted,Rudimentary crowd control,0,1,0,0,0,0,0,0,0,11,9
2012071171,,7/9/2012,,Fayyum,,Fayyum,فى الفيوم، احتشد المئات من المواطنين والقوى السياسية فى ميدان السواقى,29.308404,30.845127,Midan,0,0,0,0,0,,301,100-999 participants,Politics (national),Government support,,Egyptian government,0,0,0,0,0,,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,Demonstration / protest,,Supporting the return of the MB parliament,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071148,,7/9/2012,,Cairo,,Madinat Nasr-2,قطع المعتصمون أمام المنصة بمدينة نصر، أمس، طريق النصر,30.064798,31.314781,Main road,0,0,0,0,0,,31,10-99 participants,Politics (national),Government opposition,,Egyptian government,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,Demonstration / protest,Roadblock or blockade,Opposing the return of the MB parliament,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071139,,7/9/2012,,Cairo,,Misr al-Gadida,أمام قصر الاتحادية الرئاسى,30.088428,31.318513,Government building,0,1,0,0,0,,31,10-99 participants,Labor,Hiring,,Ministry or government agency,0,0,0,0,0,صديقات الأسرة بالفيوم,Civil society organization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Women,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071141,,7/9/2012,,Cairo,,Misr al-Gadida,أمام القصر,30.088428,31.318513,Government building,0,1,0,0,0,,31,10-99 participants,Labor,Fired,,Egyptian government,0,0,0,0,0,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071142,,7/9/2012,,Cairo,,Misr al-Gadida,أمام قصر الاتحادية الرئاسى,30.088428,31.318513,Government building,0,1,0,0,0,,31,10-99 participants,Labor,Hiring,,Egyptian government,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071143,,7/9/2012,,Cairo,,Misr al-Gadida,أمام قصر الاتحادية الرئاسى,30.088428,31.318513,Government building,0,1,0,0,0,,31,10-99 participants,Labor,Working conditions,,Egyptian government,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071146,,7/9/2012,,Cairo,,Sayyida Zainab,مجلس الشعب,30.039731,31.236701,Government building,1,0,1,0,0,,31,10-99 participants,Politics (national),Government support,,Egyptian government,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,Supporting the return of the MB parliament,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071147,,7/9/2012,,Cairo,,Sayyida Zainab,مجلس الشعب,30.039731,31.236701,Government building,1,0,1,0,0,,31,10-99 participants,Politics (national),Government opposition,,Egyptian government,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Women,Demonstration / protest,,Opposing the return of the MB parliament,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071158,,7/10/2012,,Cairo,,Abdin,اعتصاماً مفتوحاً أمام مقر الوزارة,30.040801,31.240811,Government building,0,0,0,0,0,,31,10-99 participants,Labor,Job security / promotions,,Egyptian government,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Occupation / sit-in,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071176,,7/10/2012,,Cairo,,Abdin, أمام وزارة الداخلية,30.040801,31.240811,Government building,0,0,0,0,0,20.0,,10-99 participants,Labor,Fired,,Egyptian government,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071182,,7/10/2012,,Fayyum,,Abshaway,فى الفيوم، قطع أهالى قرية «إلياس»، التابعة لمركز إبشواى، الطريق السياحى على ساحل بحيرة قارون,29.383408,30.677153,Main road,0,0,0,0,0,,31,10-99 participants,Social,Infrastructure,,Regional or local government,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Roadblock or blockade,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071174,,7/10/2012,,Giza,,Ayat,فى الجيزة، نظم العشرات من أسر الشهداء والنشطاء السياسيين والإخوان والسلفيين مسيرات مؤيدة للقرار فى البدرشين والعياط,29.619898,31.260848,Cannot be determined,0,0,0,0,0,,31,10-99 participants,Politics (national),Government support,,Egyptian government,0,0,0,0,0,,,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,,March,,Supporting the return of the MB parliament,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071173,,7/10/2012,,Giza,,Badrashain,فى الجيزة، نظم العشرات من أسر الشهداء والنشطاء السياسيين والإخوان والسلفيين مسيرات مؤيدة للقرار فى البدرشين والعياط,29.850158,31.271921,Cannot be determined,0,0,0,0,0,,31,10-99 participants,Politics (national),Government support,,Egyptian government,0,0,0,0,0,,,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,,March,,Supporting the return of the MB parliament,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071186,,7/10/2012,,BeniSouef,,Bani Swayf,أمام مبنى فرع التأمين الصحى، بالمحافظة,29.075994,31.094814,Government building,0,0,0,0,0,,5,Less than 10,Labor,Wages,,Government employer,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071195,,7/10/2012,,Cairo,,Bulaq,وقفة احتجاجية على سلالم نقابة الصحفيين/ قام المشاركون فى الوقفة، بتنظيم مسيرة من أمام النقابة إلى وزارة الخارجية,30.055764,31.230797,Government building,0,0,0,0,0,,31,10-99 participants,Human rights / civic freedoms,Freedom of speech / protest,,Egyptian government,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Journalists,Demonstration / protest,March,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071172,,7/10/2012,,Damietta,,Dumyat 1,فى دمياط نظم العشرات من مختلف التيارات السياسية وقفة احتجاجية  مساء أمس بميدان الساعة,31.416165,31.811456,Midan,0,0,0,0,0,,31,10-99 participants,Politics (national),Government opposition,,Egyptian government,1,1,0,0,0,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,Opposing the return of the MB parliament,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071162,,7/10/2012,,Giza,,DuqqI,محكمة القضاء الإدارى,30.035002,31.218463,Government building,0,0,0,0,0,,301,100-999 participants,Politics (national),Government opposition,,Egyptian government,1,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,Opposing the return of the MB parliament,0.0,Brawl or gang violence,None,0,Physical harassment,Rudimentary crowd control,1,0,0,0,0,0,1,0,0,0,0
2012071163,,7/10/2012,,Giza,,DuqqI,محكمة القضاء الإدارى,30.035002,31.218463,Government building,0,0,0,0,0,,31,10-99 participants,Politics (national),Government opposition,,Egyptian government,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lawyers,Demonstration / protest,,Opposing the return of the MB parliament,0.0,Brawl or gang violence,None,0,Physical harassment,Rudimentary crowd control,0,0,0,0,0,0,0,1,0,0,0
2012071164,,7/10/2012,,Giza,,DuqqI,محكمة القضاء الإدارى,30.035002,31.218463,Government building,0,0,0,0,0,,31,10-99 participants,Politics (national),Government support,,Egyptian government,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lawyers,Demonstration / protest,,Supporting the return of the MB parliament,0.0,Brawl or gang violence,None,0,Physical harassment,Rudimentary crowd control,0,0,0,0,0,0,0,1,0,0,0
2012071187,,7/10/2012,,Dakhaliyya,,El Mansora 1,فى الدقهلية، اعتصم العشرات من عمال المدارس المؤقتين، بالمحافظة، أمام مبنى المحافظة,31.052174,31.395374,Government building,0,0,0,0,0,,31,10-99 participants,Labor,Contracts,,Government employer,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Occupation / sit-in,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012071180,,7/10/2012,,Minia,,Kesm Al-minya,مرفق إسعاف المنيا، أمام المرفق,28.101778,30.752449,Hospital,0,0,0,0,0,50.0,,10-99 participants,Labor,Contracts,,Government employer,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
