 ,Section 1: Basic Information,,,,,,,,,Section 2: Location,,,,,,,,,Section 3: Size,,,,Section 4: Demands,,,,,Section 5: Organizers and Participants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Section 6: Tactics,,,,,Section 7: Repression & Concessions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191642,DFY,2020-11-08,Persons with disabilities and their parents sit-in in Martyr square refuting the closure of Al-Kafaat and similar aid services organizations,PWD mobilize against contribution to their NGOs,2019-11-28,2019-11-28,0,0,0,Beirut,Beirut,Martyrs Square,33.89654277,35.5071725,Martyrs' Square,,,,,-99,Unspecified,,Social,Social welfare program,toadd: Rights of PWD,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-28,NNA,اعتصام لاهالي ذوي الاحتياجات الخاصة في ساحة الشهداء,,http://nna-leb.gov.lb/ar/show-news/449107/,,,,,,,,,,,,,
20200353,DFY,2021-10-05,Pharmacy owners in Choueifat protest under Khalde bridge,Thawra,2020-01-18,2020-01-18,0,0,0,Mount Lebanon,Chouf,Khalde bridge,33.788585,35.478324,Main road,,,,,3,Few (picture),,Security,Demanding security,,non-political,,اصحاب الصيدليات في منطقة الشويفات,Union / syndicate / workers federation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,اصحاب الصيدليات في منطقة الشويفات,Private,Other Professional,Health,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-01-18,NNA,اعتصام لاصحاب الصيدليات في الشويفات وبشامون وعرمون احتجاجا على الاعتداءات والسرقات,,http://nna-leb.gov.lb/ar/show-news/457383/,,,,,,,,,,,,,
20191495,DFY,2020-11-01,Poetry night celebrating independence day in Kfarroumane tent,Thawra,2019-11-23,2019-11-23,0,0,0,Nabatieh,Nabatieh,Kfarroumane,33.387695,35.499425,Midan/Square,,,,,31,Tens (pic),,Social,Cultural,toadd: celebrating independence day,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Festival / religious ceremony,Demonstration / protest,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-23,NNA,أمسية فنية شعرية في خيمة دوار كفررمان لمناسبة عيد الاستقلال,,http://nna-leb.gov.lb/ar/show-news/448361/,,,,,,,,,,,,,
20191221,DFY,2020-10-30,Popular march in old souks of Saida,Thawra,2019-11-14,2019-11-14,0,0,0,South,Sidon,Sidon Souks,33.557081,35.373002,Small road or side road,,,,,31,Tens (pic),,Thawra 2019,Other,toadd: solidarity with the protestors,politics (other),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,March,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-14,NNA,مسيرة شعبية باتجاه احياء صيدا القديمة,,http://nna-leb.gov.lb/ar/show-news/446989/,,,,,,,,,,,,,
20190880,DFY,2020-10-25,Popular march in the city of Baalbek,Thawra,2019-11-06,2019-11-06,0,0,0,Baalbeck-Hermel,Baalbeck ,Baalbek City,34.00536394,36.21103986,Small road or side road,,,,,301,Hundreds,,Thawra 2019,Fall of the regime,,Fall of goverment/regime,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,March,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-06,The Daily Star,"After roadblocks, protesters shift focus to state institutions",,https://www.dailystar.com.lb/News/Lebanon-News/2019/Nov-06/495060-after-roadblocks-protesters-shift-focus-to-state-institutions.ashx,,,,,,,,,,,,,
20191068,DFY,2020-10-30,Pots and pans march in Al Qobbeh streets in Tripoli,Thawra,2019-11-12,2019-11-12,0,0,0,North,Tripoli,Al Qobbeh ,34.43576128,35.85121557,Small road or side road,,,,,3,few (pic),,Thawra 2019,Other,toadd: Solidarity with protestors,politics (other),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,March,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-12,NNA,مسيرة راجلة في منطقة القبة طرابلس وقرع طبول وطناجر,,http://nna-leb.gov.lb/ar/show-news/446486/,,,,,,,,,,,,,
20191706,DFY,2020-12-22,Presidential palace rally of FPM in support of Aoun,CR-FPM rally,2019-12-01,2019-12-01,0,0,13:00,Mount Lebanon,Baabda,Presidential Palace Baabda,33.85808892,35.53305931,Main road,,,,,301,Hundreds (pic),,Politics (local),Support of local leader,,politics (other),نحنا كلنا معك,FPM,Sectarian Political Party,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-12-01,NNA,"بدء توافد مناصري ""التيار الوطني"" الى طريق القصر الجمهوري",,http://nna-leb.gov.lb/ar/show-news/449548/,,LBC News Bulletin,News Bulletin 01/12/2019,2019-12-01,,News Bulletin 01/12/2019 - Nightly News Bulletin (lbcgroup.tv),,,,,,,
20200900,DFY,2021-12-25,Prisoners in Zahle prison organize a strike until general amnesty is issued,Thawra,2020-03-26,2020-03-26,0,0,0,Beqaa,Zahle,Zahle Prison,33.82864468,35.92973066,Prison,,,,,-99,Unspecified,,Human rights / civic freedoms,Prison conditions / sentencing,Demanding general amnesty,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Strike,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-03-26,NNA,احتجاجات في سجن زحلة طالبت بالعفو,,https://www.nna-leb.gov.lb/es/pictures/92968/nna-leb.gov.lb,,,,,,,,,,,,,
20200296,DFY,2021-09-29,Prortestors occupy Zgharta square,Thawra,2020-01-16,2020-01-16,0,0,0,North,Zgharta,Zgharta Sahat al Tall,34.40018603,35.8905976,Midan/Square,,,,,31,Tens (pic),,Economic/Financial,Against the deterioration of the economy,,non-political,,Hirak Zgharta,Revolution committee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-01-16,NNA,وقفة للحراك المدني في زغرتا الزاوية احتجاجا على تردي الاوضاع,,http://nna-leb.gov.lb/ar/show-news/457070/,,,,,,,,,,,,,
20200700,DFY,2022-01-07,Protest against construction of FPM new HQ at Nahr el Kalb ,Thawra,2020-02-23,2020-02-23,0,0,0,Mount Lebanon,Keserwan,Nahr al Kalb monument,33.95551152,35.59767998,Other,,,,,91,Several dozens,,Politics (national),anti-FPM,,politics (other),,Terre Liban,Environmental Organization,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-02-23,Civil Society Center,Protesters rail against construction of FPM HQ in the historic valley of Nahr el Kalb,,https://civilsociety-centre.org/collective/protesters-rail-against-construction-fpm-hq-historic-valley-nahr-el-kalb,,,,,,,,,,,,,
20191679,DFY,2020-11-08,Protest against hate speech in front of the the Delegation of the European Union to Lebanon,Pro-Refugees,2019-11-29,2019-11-29,0,0,0,Beirut,Beirut,Delegation of the European Union to Lebanon,33.89532578,35.49944768,I/NGO,,,,,-99,a group,,Thawra 2019,Other,Pro-refugees,politics (other),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-29,The Daily Star,"Protests against refugee integration, hate speech outside EU embassy",,http://www.dailystar.com.lb/News/Lebanon-News/2019/Nov-29/496509-protests-against-refugee-integration-hate-speech-outside-eu-embassy.ashx,,,,,,,,,,,,,
20191459,DFY,2020-11-01,Protest against High Voltage Line project in Mkalles,Thawra,2019-11-21,2019-11-21,0,0,0,Mount Lebanon,Matn,Mkalles,33.86178976,35.54822661,Infrastructure,,,,,3,Few (pic),,Corruption,Corruption in politics/government,Against corruption,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-21,NNA,اعتصام لأهالي المنصورية وعين سعادة أمام محطة تحويل الكهرباء في المكلس,,http://nna-leb.gov.lb/ar/show-news/448076/,,,,,,,,,,,,,
20200595,DFY,2021-10-24,"Protest against Michel Aoun, Nabih Berri, Hassan Diab in front of Mar maroun Church in Beirut",Thawra,2020-02-09,2020-02-09,0,0,0,Beirut,Beirut,Mar Maroun church,33.89333822,35.50984677,Church,,,,,3,Few (picture),,Thawra 2019,Fall of the regime,,Fall of goverment/regime,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,None,None,Security forces present at event,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,2020-02-09,Akhbar Assaha,Protest in front of Mar Maroun church in Beirut where MIchel Aoun Nabih Berri and Hassan Diab are celebrating the Feast Day of Saint Maroun,,https://www.facebook.com/akhbaralsahaEN/videos/176688480315621/,,,,,,,,,,,,,
20200681,DFY,2021-11-04,Protest against the corruption of the Ministry of Telecommunications,Thawra,2020-02-21,2020-02-21,0,0,0,Mount Lebanon,Baabda,Galerie Semaan - Kassabian Building,33.85623158,35.52836181,Government building,,,,,5,عدد,,Corruption,Corruption in politics/government,,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-02-21,NNA,ناشطون جالوا في مبنى قصابيان بدر الدين: لماذا الاستمرار,,http://nna-leb.gov.lb/ar/show-news/463298/,,,,,,,,,,,,,
20200763,DFY,2021-12-21,Protest against transforming Chebaa hospital into a quarantine center for COVID patients,Thawra,2020-03-03,2020-03-03,0,0,0,Nabatieh,Hasbaya,Chebaa Hospital,33.34737857,35.73690643,Hospital,,,,,3,Few (vid),,Social,Health,,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-03-03,Akhbar Assaha,No title,,https://www.facebook.com/akhbaralsahaEN/videos/2952696384837148/,,,,,,,,,,,,,
20200798,DFY,2021-12-28,Protest and roadblock at Ring bridge,Thawra,2020-03-05,2020-03-05,0,0,0,Beirut,Beirut,Ring bridge,33.89231976,35.50602789,Main road,,,,,-99,Unspecified,,Thawra 2019,Unspecified,,Unspecified support of revolution,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Occupation / sit-in,Roadblock or blockade,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-03-05,Akhbar Assaha,#القنطاري الآن : الوطن للعمال، يسقط يسقط رأس المال,,https://www.facebook.com/akhbaralsaha/videos/2742586819301930/,,,,,,,,,,,,,
20190005,DFY,2020-02-09,Protest and roadblock in Akkar,Thawra,2019-10-17,2019-10-17,0,0,0,Akkar,Other,Akkar,34.509598,35.968237,Main road,,,,,-99,Unspecified,,Economic/Financial,Denouncing tax reforms,toadd: Denouncing tax reforms,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Roadblock or blockade,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-10-17,NEWTV,لبنان ينتفض… التظاهرات تطوّق المدن اللبنانية رفضاً للضرائب,,https://www.aljadeed.tv/arabic/news/local/17102019187,,,,,,,,,,,,,
20190320,DFY,2020-05-31,Protest and roadblock in Akkar (Abdeh),Thawra,2019-10-22,2019-10-22,0,0,0,Akkar,Other,Abdeh square,34.510737,35.969537,Midan/Square,,,,,31,Tens (pic),,Human rights / civic freedoms,Prison conditions / sentencing,,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Demonstration / protest,Roadblock or blockade,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-10-22,NNA,قطع طرق عدة في عكار,,http://nna-leb.gov.lb/ar/show-news/441973/,,NNA,اعتصام في ساحة العبدة ومطالبة بانصاف عكار واعطائها حقوقها,2019-10-22,,http://nna-leb.gov.lb/ar/show-news/442189/,,,,,,,
20190441,NEK,2020-05-27,Protest and roadblock in front of Central Bank,Thawra,2019-10-25,2019-10-25,0,0,10:00,Beirut,Beirut,Central Bank,33.895518,35.488748,Bank/Central Bank,,,,,-99,Unspecified,,Economic/Financial,Against the deterioration of the economy,,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Demonstration / protest,Roadblock or blockade,,None,None,Security forces present at event,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,2019-10-25,NNA,"Protesters Block Central Bank Road, Set Up Two Tents",,http://nna-leb.gov.lb/en/show-news/108949/Protesters-block-Central-Bank-road-sets-up-two-tents,,,,,,https://civilsociety-centre.org/collective/protesters-blocked-central-bank-road,,,,,,,
20190762,DFY,2020-10-18,Protest and roadblock in Jbeil,Thawra,2019-11-04,2019-11-04,0,0,0,Mount Lebanon,Jbeil,Jbeil mainroad,34.12328087,35.65124087,Main road,,,,,3,Few (est),,Thawra 2019,Fall of the regime,,Fall of goverment/regime,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-04,NNA,تزايد اعداد المحتجين في جبيل وزحمة سير خانقة على الطريق البحرية,,http://nna-leb.gov.lb/ar/show-news/444952/,,The Daily Star,"Uprising day 19: Highways blocked, protesters insistent on demands",2019-11-04,,https://www.dailystar.com.lb/News/Lebanon-News/2019/Nov-04/494941-uprising-day-19-highways-blocked-protesters-insistent-on-demands.ashx,,,,,,,
20190006,DFY,2020-02-09,Protest and roadblock in Saida,Thawra,2019-10-17,2019-10-17,0,0,0,South,Sidon,Sidon,33.557081,35.373002,Main road,,,,,-99,Unspecified,,Economic/Financial,Denouncing tax reforms,Denouncing tax reforms,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Roadblock or blockade,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-10-17,NEWTV,لبنان ينتفض… التظاهرات تطوّق المدن اللبنانية رفضاً للضرائب,,https://www.aljadeed.tv/arabic/news/local/17102019187,,,,,,,,,,,,,
20190111,DFY,2020-06-06,Protest and roadblock in Zgharta serail,Thawra,2019-10-18,2019-10-18,0,0,0,North,Zgharta,Zgharta serail,34.396312,35.895824,Government building,,,,,31,عدد Tens (pic),,Economic/Financial,Denouncing tax reforms,toadd: New taxes added,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-10-18,NNA,قطع الطريق امام سرايا زغرتا بالاتجاهين,,http://nna-leb.gov.lb/ar/show-news/440736/,,,,,,,,,,,,,
20190004,DFY,2020-02-09,Protest and roadblock on Ring,Thawra,2019-10-17,2019-10-17,0,0,0,Beirut,Beirut,Fouad Chehab - Ring,33.892728,35.509321,Main road,,,,,3001,الآلاف,,Economic/Financial,Denouncing tax reforms,,non-political,الشعب يريد اسقاط النظام,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Demonstration / protest,Roadblock or blockade,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-10-17,NEWTV,لبنان ينتفض… التظاهرات تطوّق المدن اللبنانية رفضاً للضرائب,,https://www.aljadeed.tv/arabic/news/local/17102019187,,NNA,المتظاهرون يتوجهون إلى جسر الرينغ بعدما قطعوا الطريق أمام الداخلية,2019-10-17,,http://nna-leb.gov.lb/ar/show-news/440427/,,NNA,متظاهرون من المجتمع المدني قطعوا طريق جسر الرينغ بكل الاتجاهات,2019-10-17,,http://nna-leb.gov.lb/ar/show-news/440392/,
20190062,DFY,2020-05-12,Protest and sit-in in Saida,Thawra,2019-10-18,2019-10-18,0,0,0,South,Sidon,Eliya square,33.5648,35.375138,Midan/Square,,,,,-99,Unspecified,,Thawra 2019,Government opposition,,politics (other),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Occupation / sit-in,Demonstration / protest,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-10-18,Al Akhbar,حراكٌ جنوباً... حتى إسقاط الحكومة,,https://al-akhbar.com/Politics/278003,,,,,,,,,,,,,
20200716,DFY,2021-11-04,Protest asking the release of kidnapped engineer Mohamad Ramadan,Thawra,2020-02-25,2020-02-25,0,0,0,Beirut,Beirut,Bir Hasan Order of Engineers,33.87365447,35.4939166,Syndicate/union,,,,,5,عددا,,Human rights / civic freedoms,Arrests / detention,,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-02-25,NNA,وقفة احتجاجية أمام نقابة المهندسين في بئر حسن,,http://nna-leb.gov.lb/ar/show-news/463980/,,,,,,,,,,,,,
20200659,DFY,2021-11-07,Protest at Bank Audi after ending dollar withdrawals,Thawra,2020-02-19,2020-02-19,0,0,0,Beirut,Beirut,Bank Audi head office,33.89856622,35.50133293,Bank/Central Bank,,,,,31,Dozens,,Economic/Financial,Against banks/Association of Bankers,,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-02-19,The Daily Star,Protests at Bank Audi after reports of end to dollar withdrawals,,http://www.dailystar.com.lb/News/Lebanon-News/2020/Feb-19/501435-protests-at-bank-audi-after-reports-of-end-to-dollar-withdrawals.ashx,,,,,,,,,,,,,
20191366,DFY,2020-10-31,Protest at Kafaat roundabout for general amnesty law,Clans demand amnesty law,2019-11-17,2019-11-17,0,0,0,Mount Lebanon,Baabda,Kafaat roundabout,33.83813274,35.51697097,Midan/Square,,,,,301,100s,,Human rights / civic freedoms,Prison conditions / sentencing,,non-political,,Clans,CSOs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-17,NNA,مواطنون تجمعوا عند دوار الكفاءات في الضاحية الجنوبية مطالبين بإقرار العفو العام,,http://nna-leb.gov.lb/ar/show-news/447360/,,,,,,,,,,,,,
20200810,DFY,2021-12-28,Protest at Martyrs Square,Thawra,2020-03-05,2020-03-05,0,0,0,Beirut,Beirut,Martyrs Square,33.89638248,35.50708667,Martyrs' Square,,,,,-99,Unspecified,,Thawra 2019,Unspecified,,Unspecified support of revolution,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-03-05,Akhbar Assaha,جايي جايي الاشتباك! من مدخل #ساحة_الشهداء الآن #لبنان_ينتفض #الثورة_مستمرة #لا_ثقة #يسقط_حكم_المصرف #يسقط_حكم_العسكر #أخبار_الساحة,,https://www.facebook.com/akhbaralsaha/videos/660578561412098/,,,,,,,,,,,,,
20191771,DFY,2020-12-22,Protest at Riaayat al Yateem NGO HQ,International Day of People with Disabilities,2019-12-03,2019-12-03,0,0,0,South,Sidon,Riaayat al Yateem NGO HQ,33.55711378,35.37290508,I/NGO,,,,,-99,Unspecified,,Social,Social welfare program,,non-political,,Riaayat al Yateem NGO,NGOs ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-12-03,NNA,صرخة من جمعية رعاية اليتيم في صيدا لدفع المستحقات,,http://nna-leb.gov.lb/ar/show-news/449871/,,,,,,,,,,,,,
20200833,DFY,2021-12-31,Protest at Saifi village,Thawra,2020-03-07,2020-03-07,0,0,0,Beirut,Beirut,Saifi Village Beirut,33.8948242,35.5062306,Main road,,,,,31,Tens (vid),,Thawra 2019,Unspecified,,Unspecified support of revolution,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-03-07,Akhbar Assaha,يسقط حكم الدولار، منطقة الصيفي,,https://www.facebook.com/akhbaralsaha/videos/2948007161886351/,,,,,,,,,,,,,
