recordnumber,coderinitials,datecoded,narrative,nameofevent,startdate,endate,ongoing,governorate,district,location,gpslatend,gpslongend,locationtypeend,gpslatstart,gpslongstart,locationtypestart,sizeexact,sizeestimate,sizetext,endsize,demandtypeone,demandtypetwo,demandother,govresign,antiUS,antiIran,antiSoleimani,proUS,proIran,proSoleimani,slogans,organizer,orgtypefirst,orgtypesecond,youth/students,laborers/workers,unions/syndicates,peasants/farmers,party members,activists/movts,gov workers,business,residents,islamists,kurds,christians,tribes,soldiers,police,NGOs/CSOs,womensgroups,refugees,participantother,sector,industryfirst,industrysecond,tacticprimary,tacticsecondary,campaign,violence,propertydamage,repression,teargas,rubberbullets,shootinginair,liveammo,sticks,surround,dogs,cleararea,policerepress,milrepress,beltegeyyarepress,militiarepress,partyrepress,employerrepress,ISISrepress,otherrepress,killed,injured,arrested,response,responsetext,sourcename1,articletitle1,articledate1,pagenum1,URL1,DB1,sourcename2,articletitle2,articledate2,pagenum2,URL2,DB2,sourcename3,articletitle3,articledate3,pagenum3,URL3,DB3,counts
201910778,ND,2020-07-18,خرج الآلاف بمن فيهم طلاب المدارس للاحتجاج في مدينة السماوة.,,2019-11-16,,0,Muthanna,Al-Samawa,السماوة,,,Cannot be determined,,,,,3001,الالاف,,Politics (national),Unspecified,,0,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,thousands including school students came out to protest in As Samawah city. ,2019-11-16,0,,,,,,,,,,,,,,,1
201910779,ND,2020-07-18,خرج العشرات إلى ساحة الساعة بمدينة الديوانية للاحتجاج ,,2019-11-16,,0,Qadissiya,,ساحة الساعة,31.986054,44.91209,Midan,,,,,31,عشرات,,Politics (national),Unspecified,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,dozens came out to al-Sa'aa square in Diwaniyah city for protests.,2019-11-16,0,,,,,,,,,,,,,,,1
201910769,ND,2020-07-16,استخدمت قوات الأمن الرصاص الحي لتفريق متظاهرين أغلقوا عددا من الطرق الرئيسية في الرفاعي ، وأحرقوا إطارات السيارات للمطالبة بإطلاق سراح ناشطين اعتقلوا في وقت سابق.,,2019-11-17,2019-11-18,0,ThiQar,Al-Rifa'i,الرفاعي,,,Main road,,,,,301,مئات,,Human rights / civic freedoms,Arrests / detention,Government opposition,1,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,Roadblock or blockade,,Riot,Mob action but no property damage,Injuries inflicted,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,31,5,Authorities not responding or ignoring,,MD,تواصل الإضراب العام وقطع طرق منشآت نفطية,2019-11-19,1,https://almadapaper.net/file/archiveto2615//4637/43932.pdf,https://www.dropbox.com/s/ueaibrcvufogpz4/20194769.1.pdf?dl=0,,,,,,,,,,,,,1
201910782,ND,2020-07-20,تجمع طلاب ونشطاء آخرون أمام مجلس المحافظة في مدينة الحلة كجزء من الاحتجاجات المناهضة للحكومة,,2019-11-17,,0,Babylon,,مجلس المحافظة,32.49131,44.438024,Government building,,,,,-99,,,Politics (national),Government opposition,,0,0,0,0,0,0,0,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,students and other activists gathered in front of the provincial headquarters in Hilla city as part of the anti-government protests. ,2019-11-17,0,,,,,,,,,,,,,,,1
201910783,ND,2020-07-20,"جلس المتظاهرون في وسط الشوارع بمدينة الصدر لمنع الموظفين من الوصول إلى أماكن عملهم. كما أغلقوا الطرق بالدراجات البخارية والتوك توك ، مما أوقف حركة المرور ,استجابة لدعوة من مقتدى الصدر إلى إضراب طوعي لمواصلة الضغط على السياسيين.",,2019-11-17,,0,Baghdad,Al Sadr,مدينة الصدر,,,Main road,,,,,-99,,,Politics (national),Unspecified,,0,0,0,0,0,0,0,,مقتدى الصدر,Political party,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,Roadblock or blockade,Strike,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,"protesters sat in the middle of the streets in Sadr city to prevent employees from getting to their workplaces. They also blocked roads with motorcycles and tuk-tuks, halting traffic. The roadblocks are partly in response to a call by Shiite cleric Muqtada al-Sadr for a voluntary strike to keep up the pressure on politicians.",2019-11-17,0,,,,,,,,,,,,,,,1
201910649,ND,2020-06-24,توافد آلاف المتظاهرين إلى ساحة التحرير يطالبون بإقالة الحكومة والكشف عن المتورطين بقتل المتظاهرين,,2019-11-17,,0,Baghdad,,ساحة التحرير,33.328521,44.408416,Midan,,,,,3001,الالاف,,Politics (national),Government resign,Repression / police violence,1,0,0,0,0,0,0,تعليمكم فاشل ,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,Strike,,None,None,Deaths inflicted,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,37,1,Authorities not responding or ignoring,,T-SH,اضراب جامعات ومدارس ودوائر حكومية في بغداد والمحافظات ودعوات لتجديده اليوم,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/84td2qxqe0vq7js/20194649.1.pdf?dl=0,MD,المتظاهرون يقتربون من جسر الشهداء و37 حالة اختناق بقنابل السيل,2019-11-18,1,https://almadapaper.net/file/archiveto2615//4617/43916.pdf,https://www.dropbox.com/s/qf6e61f2lprk92p/20194649.2.pdf?dl=0,ACLED,"at least 1 demonstrator was reportedly killed by a direct hit to the head from a tear gas cannister and 32 others were injured in clashes with security forces on the al-Ahrar bridge in Baghdad. Demonstrators took control of three bridges spanning the Tigris River toward the heavily fortified Green Zone, as security forces deployed on the other side of the bridge and erected concrete barriers to keep demonstrators from pushing into Green Zone. Demonstrators blocked roads with burning tires, halting traffic and paralyzing work following a call for a national strike. Hundreds of students joined these demonstrations in Tahrir square.",2019-11-17,0,,,1
201910650,ND,2020-06-24,اضراب عام شمل دوائر الموارد المائية والضريبة والتسجيل العقاري، والتربية، والجامعات والمدارس,,2019-11-17,,0,Qadissiya,Diwaniya,الدوائر الحكومية,,,Government building,,,,,-99,,,Politics (national),Government resign,,1,0,0,0,0,0,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Public,Education,Civil servants / bureaucracy,Strike,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,اضراب جامعات ومدارس ودوائر حكومية في بغداد والمحافظات ودعوات لتجديده اليوم,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/lx82ms961fl47ey/20194650.1.pdf?dl=0,,,,,,,,,,,,,1
201910651,ND,2020-06-24,"طلبة جامعة القادسية وطلبة المدارس الثانوية ، توافدوا لساحة الساعة، وسط مدينة الديوانية , بمشاركة نقابة المحاسبين ومدققي الحسابات وأطباء الأسنان ، وكذلك موظفي إدارات الزراعة والكهرباء وعمال القطاع الصحي",,2019-11-17,,0,Qadissiya,,ساحة الساعة,31.985918,44.911876,Midan,,,,,3001,آلاف,,Politics (national),Government resign,,1,0,0,0,0,0,0,,,,,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,Public,Civil servants / bureaucracy,Health,Demonstration / protest,Occupation / sit-in,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,اضراب جامعات ومدارس ودوائر حكومية في بغداد والمحافظات ودعوات لتجديده اليوم,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/nmcmi16jcrjurs8/20194651.1.pdf?dl=0,ACLED,"thousands of school and graduate students and the union for accountants, auditors, and dentists, as well as employees of the agriculture and electricity departments and health sector workers, came out in Diwaniyah city to support ongoing protests. Schools and government offices were shut down.",2019-11-17,0,,,,,,,,,1
201910652,ND,2020-06-24,نفذت مجموعة من الدوائر الحكومية والجامعات ومدارس في كربلاء، إضرابا عن الدوام والخروج في تظاهرات عند ساحة الاعتصام. ,,2019-11-17,2019-11-18,1,Kerbala,,ساحة التربية,32.607183,44.026542,Midan,,,,,-99,,,Politics (national),Government resign,,1,0,0,0,0,0,0,,,,,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,Public,Civil servants / bureaucracy,Oil extraction,Strike,Demonstration / protest,,None,None,Security forces or other repressive groups present at event,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,اضراب جامعات ومدارس ودوائر حكومية في بغداد والمحافظات ودعوات لتجديده اليوم,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/hocy9w6kl90ff8e/20194652.1.pdf?dl=0,,,,,,,,,,,,,1
201910653,ND,2020-06-24,"في واسط استمرت التظاهرات بعدما توافدت اعداد كبيرة الى ساحة الاعتصام , احتجاجا لعدم الرضوخ لمطلب الاستقالة والتنحي من المسؤولية , وانضمت لهم مسيرة تضامنية نظمها افراد الشرطة",,2019-11-17,,0,Wassit,,ساحة مجلس المحافظة ,32.503622,45.824539,Midan,,,,,-99,,,Politics (national),Government resign,,1,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,Public,Security forces,,Strike,Demonstration / protest,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,اضراب جامعات ومدارس ودوائر حكومية في بغداد والمحافظات ودعوات لتجديده اليوم,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/3m24n4y0p4uud50/20194653.1.pdf?dl=0,,,,,,,,,,,,,1
201910654,ND,2020-06-24,توجه اهالي مدينة الناصرية مركز محافظة ذي قار من موظفين وطلبة الى ساحات التظاهر.,,2019-11-17,,0,ThiQar,,ساحة الحبوبي ,31.045931,46.253638,Midan,,,,,-99,,,Politics (national),Government resign,"Corruption , Opposing the sectarianization of government or politics",1,0,0,0,0,0,0,,,,,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,Public,Civil servants / bureaucracy,,Strike,Demonstration / protest,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,اضراب جامعات ومدارس ودوائر حكومية في بغداد والمحافظات ودعوات لتجديده اليوم,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/h2wofrf20esibrc/20194654.1.pdf?dl=0,,,,,,,,,,,,,1
201910655,ND,2020-06-24,المتظاهرين قطعوا طريق بصرة – بغداد، بعد ان اضرموا النيران في الاطارات,,2019-11-17,,0,Basrah,Basrah,طريق بصرة – بغداد,,,Main road,,,,,-99,,,Politics (national),Government resign,,1,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Roadblock or blockade,Strike,,None,None,Security forces or other repressive groups present at event,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,اضراب جامعات ومدارس ودوائر حكومية في بغداد والمحافظات ودعوات لتجديده اليوم,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/9t0bly42xmlmij6/20194655.1.pdf?dl=0,,,,,,,,,,,,,1
201910656,ND,2020-06-24,المتظاهرين قطعوا الطريق المؤدي الى تقاطع العسكري,,2019-11-17,,0,Basrah,,الطريق المؤدي الى تقاطع العسكري,30.549273,47.799057,Main road,,,,,-99,,,Politics (national),Government resign,,1,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Roadblock or blockade,Strike,,None,None,Security forces or other repressive groups present at event,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,اضراب جامعات ومدارس ودوائر حكومية في بغداد والمحافظات ودعوات لتجديده اليوم,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/kxgc6ybx3rf7n8l/20194656.1.pdf?dl=0,,,,,,,,,,,,,1
201910657,ND,2020-06-24,المتظاهرين قطعوا طريق بصرة – زبير,,2019-11-17,,0,Basrah,,طريق بصرة – زبير,30.469461,47.788138,Main road,,,,,-99,,,Politics (national),Government resign,,1,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Roadblock or blockade,Strike,,None,None,Security forces or other repressive groups present at event,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,اضراب جامعات ومدارس ودوائر حكومية في بغداد والمحافظات ودعوات لتجديده اليوم,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/hmvisr9hjat5mcc/20194657.1.pdf?dl=0,,,,,,,,,,,,,1
201910658,ND,2020-06-24,تم قطع طريق ابي الخصيب جنوب البصرة باتجاه حقل السيبة الغازي,,2019-11-17,,0,Basrah,,طريق ابي الخصيب,30.479444,47.867747,Main road,,,,,-99,,,Politics (national),Government resign,,1,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Roadblock or blockade,Strike,,None,None,Security forces or other repressive groups present at event,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,اضراب جامعات ومدارس ودوائر حكومية في بغداد والمحافظات ودعوات لتجديده اليوم,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/nontfbji2l04nte/20194658.1.pdf?dl=0,,,,,,,,,,,,,1
201910659,ND,2020-06-24,تم قطع الجسر الايطالي الذي يفصل مركز المحافظة عن قضاء شط العرب,,2019-11-17,,0,Basrah,,الجسر الايطالي,30.521709,47.842104,Main road,,,,,-99,,,Politics (national),Government resign,,1,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Roadblock or blockade,Strike,,None,None,Security forces or other repressive groups present at event,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,اضراب جامعات ومدارس ودوائر حكومية في بغداد والمحافظات ودعوات لتجديده اليوم,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/cx64ntyc8qae8fw/20194659.1.pdf?dl=0,,,,,,,,,,,,,1
201910660,ND,2020-06-24,المتظاهرين قطعوا جسر خالد الذي يربط منطقةً الفيحاء بمركز المحافظة,,2019-11-17,,0,Basrah,,جسر خالد,30.575109,47.774029,Main road,,,,,-99,,,Politics (national),Government resign,,1,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Roadblock or blockade,Strike,,None,None,Security forces or other repressive groups present at event,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,اضراب جامعات ومدارس ودوائر حكومية في بغداد والمحافظات ودعوات لتجديده اليوم,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/14phy8n06eoq306/20194660.1.pdf?dl=0,,,,,,,,,,,,,1
201910661,ND,2020-06-24,إغلاق بوابة ميناء المعقل، ومنع دخول الموظفين اليها,,2019-11-17,,0,Basrah,,ميناء المعقل,30.560129,47.790715,Infrastructure,,,,,-99,,,Politics (national),Government resign,,1,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Roadblock or blockade,Strike,,None,None,Security forces or other repressive groups present at event,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,اضراب جامعات ومدارس ودوائر حكومية في بغداد والمحافظات ودعوات لتجديده اليوم,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/nhx015c6ac8h8gr/20194661.1.pdf?dl=0,,,,,,,,,,,,,1
201910662,ND,2020-06-24,شهدت محافظة ميسان اضرابا لعدد من الدوائر الحكومية خلال الاحتجاجات ، بعدما أعلن المحافظ علي دواي  تعطيل الدوام الرسمي من أجل دعم المتظاهرين السلميين,,2019-11-17,,0,Missan,Amara,الدوائر الحكومية,,,Government building,,,,,3001,الاف,,Politics (national),Government resign,,1,0,0,0,0,0,0,,محافظ ميسان,Governmental organization,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Public,Civil servants / bureaucracy,,Strike,Demonstration / protest,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,اضراب جامعات ومدارس ودوائر حكومية في بغداد والمحافظات ودعوات لتجديده اليوم,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/kf4qegt8nwv6npg/20194662.1.pdf?dl=0,,,,,,,,,,,,,1
201910663,ND,2020-06-24,التحق المعلمون في بابل بإضرابات الطلبة عن الدوام، متوجهين إلى ساحة الاعتصامات قرب مجسر الثورة في مركز المدينة.,,2019-11-17,,0,Babylon,,مجسر الثورة,32.49766,44.421206,Midan,,,,,3001,الاف,,Politics (national),Government resign,,1,0,0,0,0,0,0,أغلقنا أبواب رزقنا لكي نفتح أبواب الوطن,,,,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,Public,Education,,Strike,Occupation / sit-in,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,اضراب جامعات ومدارس ودوائر حكومية في بغداد والمحافظات ودعوات لتجديده اليوم,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/2891o4calsxce1p/20194663.1.pdf?dl=0,,,,,,,,,,,,,1
201910664,ND,2020-06-26,أعلن الطلبة والكوادر التدريسية والمهنية في مدارس ودوائر النجف دخولهم في تظاهرات واعتصامات مفتوحة. وتوجه المضربون عن الدوام إلى ساحة التظاهرات في المحافظة، فيما التحق بهم منتسبو معمل أسمنت الكوفة,,2019-11-17,,0,Najaf,,ساحة الصدرين,32.008883,44.353167,Midan,,,,,-99,,,Politics (national),Government resign,,1,0,0,0,0,0,0,,,,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,Public,Civil servants / bureaucracy,Education,Strike,Occupation / sit-in,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,اضراب جامعات ومدارس ودوائر حكومية في بغداد والمحافظات ودعوات لتجديده اليوم,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/xak4efuv5vy8yya/20194664.1.pdf?dl=0,,,,,,,,,,,,,1
201910665,ND,2020-06-26,"شهدت مدارس بغداد وقفات احتجاجية طلابية رافضة للتسويف الحكومي لمطالب انتفاضة تشرين , الطلبة المحتجين رفضوا دخول المدراس واقاموا وقفاتهم امام ابوابها",,2019-11-17,,0,Baghdad,Khadamiya,مدارس الكاظمية,,,School,,,,,-99,,,Politics (national),Government resign,Arrests / detention,1,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Strike,Demonstration / protest,,None,None,Arrests / detentions,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Authorities not responding or ignoring,,T-SH,طلبة العراق ينظمون مسريات احتجاجية كبرى ويؤكدون استمرار الاضراب,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/alolwznqrewxod6/20194665.1.pdf?dl=0,,,,,,,,,,,,,1
201910666,ND,2020-06-26,"شهدت مدارس بغداد وقفات احتجاجية طلابية رافضة للتسويف الحكومي لمطالب انتفاضة تشرين , الطلبة المحتجين رفضوا دخول المدراس واقاموا وقفاتهم امام ابوابها",,2019-11-17,,0,Baghdad,Karkh,مدارس العامرية,,,School,,,,,-99,,,Politics (national),Government resign,Arrests / detention,1,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Strike,Demonstration / protest,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,طلبة العراق ينظمون مسريات احتجاجية كبرى ويؤكدون استمرار الاضراب,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/7ip2zocbahysm3e/20194666.1.pdf?dl=0,,,,,,,,,,,,,1
201910667,ND,2020-06-26,"شهدت مدارس بغداد وقفات احتجاجية طلابية رافضة للتسويف الحكومي لمطالب انتفاضة تشرين , الطلبة المحتجين رفضوا دخول المدراس واقاموا وقفاتهم امام ابوابها",,2019-11-17,,0,Baghdad,Khadamiya,مدارس مدينة الحرية,,,School,,,,,-99,,,Politics (national),Government resign,Arrests / detention,1,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Strike,Demonstration / protest,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,طلبة العراق ينظمون مسريات احتجاجية كبرى ويؤكدون استمرار الاضراب,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/wsxfvl5tzgxui9a/20194667.1.pdf?dl=0,,,,,,,,,,,,,1
201910668,ND,2020-06-26,"شهدت مدارس بغداد وقفات احتجاجية طلابية رافضة للتسويف الحكومي لمطالب انتفاضة تشرين , الطلبة المحتجين رفضوا دخول المدراس واقاموا وقفاتهم امام ابوابها",,2019-11-17,,0,Baghdad,,مدارس البياع,33.265979,44.348958,School,,,,,-99,,,Politics (national),Government resign,Arrests / detention,1,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Strike,Demonstration / protest,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,طلبة العراق ينظمون مسريات احتجاجية كبرى ويؤكدون استمرار الاضراب,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/cb72f3jvwznt088/20194668.1.pdf?dl=0,,,,,,,,,,,,,1
201910669,ND,2020-06-26,"شهدت مدارس بغداد وقفات احتجاجية طلابية رافضة للتسويف الحكومي لمطالب انتفاضة تشرين , الطلبة المحتجين رفضوا دخول المدراس واقاموا وقفاتهم امام ابوابها",,2019-11-17,,0,Baghdad,Mahmoudiya,مدارس حي الجهاد,,,School,,,,,-99,,,Politics (national),Government resign,Arrests / detention,1,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Strike,Demonstration / protest,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,طلبة العراق ينظمون مسريات احتجاجية كبرى ويؤكدون استمرار الاضراب,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/jay5abp9ah1tuj0/20194669.1.pdf?dl=0,,,,,,,,,,,,,1
201910670,ND,2020-06-26,"شهدت مدارس بغداد وقفات احتجاجية طلابية رافضة للتسويف الحكومي لمطالب انتفاضة تشرين , الطلبة المحتجين رفضوا دخول المدراس واقاموا وقفاتهم امام ابوابها",,2019-11-17,,0,Baghdad,Mahmoudiya,مدارس الدورة,,,School,,,,,-99,,,Politics (national),Government resign,Arrests / detention,1,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Strike,Demonstration / protest,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,طلبة العراق ينظمون مسريات احتجاجية كبرى ويؤكدون استمرار الاضراب,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/7lyq58i3xeo345r/20194670.1.pdf?dl=0,,,,,,,,,,,,,1
201910671,ND,2020-06-26,"شهدت مدارس بغداد وقفات احتجاجية طلابية رافضة للتسويف الحكومي لمطالب انتفاضة تشرين , الطلبة المحتجين رفضوا دخول المدراس واقاموا وقفاتهم امام ابوابها",,2019-11-17,,0,Baghdad,Mada'in,مدارس الزعفرانية,,,School,,,,,-99,,,Politics (national),Government resign,Arrests / detention,1,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Strike,Demonstration / protest,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,طلبة العراق ينظمون مسريات احتجاجية كبرى ويؤكدون استمرار الاضراب,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/9fxr88d2sx1hc4d/20194671.1.pdf?dl=0,,,,,,,,,,,,,1
201910672,ND,2020-06-26,"شهدت مدارس بغداد وقفات احتجاجية طلابية رافضة للتسويف الحكومي لمطالب انتفاضة تشرين , الطلبة المحتجين رفضوا دخول المدراس واقاموا وقفاتهم امام ابوابها",,2019-11-17,,0,Baghdad,Adhamiya,مدارس الحسينية ,,,School,,,,,-99,,,Politics (national),Fall of the regime,Arrests / detention,1,0,0,0,0,0,0,لا دراسة لا تدريس حتى يسقط الرئيس,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Strike,Demonstration / protest,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,طلبة العراق ينظمون مسريات احتجاجية كبرى ويؤكدون استمرار الاضراب,2019-11-18,1,https://tareeqashaab.com/images/TariqPDF/2019/11/18.pdf,https://www.dropbox.com/s/y85hxj6k9ruy23m/20194672.1.pdf?dl=0,,,,,,,,,,,,,1
